,Unnamed: 0,id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,pointsDifference,closeGame
1,1,401014972,2018,1,regular,2018-08-25T23:00:00.000Z,False,True,False,False,20050,3895,Rice Stadium,242,Rice,fbs,Conference USA,31,"[13, 6, 0, 12]",0.416111979769047,,,2504,Prairie View A&M,fcs,SWAC,28,"[0, 21, 7, 0]",0.5838880202309529,,,5.6012773743,https://www.youtube.com/watch?v=z2VFteZqBBw,,3,True
6,6,401021651,2018,1,regular,2018-08-30T23:00:00.000Z,False,True,False,False,23088,4246,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,24,"[0, 14, 0, 10]",0.869590187971506,,,338,Kennesaw State,fcs,Big South,20,"[7, 7, 6, 0]",0.130409812028494,,,5.8512641491,https://www.youtube.com/watch?v=kUls9PpCkuc,,4,True
9,9,401013086,2018,1,regular,2018-08-31T00:00:00.000Z,False,True,False,False,15478,4729,Yulman Stadium,2655,Tulane,fbs,American Athletic,17,"[0, 0, 14, 3, 0]",0.2196613212325033,1390.0,1393.0,154,Wake Forest,fbs,ACC,23,"[0, 7, 3, 7, 6]",0.7803386787674967,1591.0,1588.0,9.7884823983,https://www.youtube.com/watch?v=9Pgaey84Fhw,,-6,True
12,12,401013342,2018,1,regular,2018-08-31T00:00:00.000Z,False,True,False,True,47410,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,27,"[14, 3, 7, 3]",0.1520658000204693,1555.0,1557.0,77,Northwestern,fbs,Big Ten,31,"[14, 17, 0, 0]",0.8479341999795307,1691.0,1689.0,6.6741715963,https://www.youtube.com/watch?v=6zZEHpc246A,,-4,True
13,13,401021655,2018,1,regular,2018-08-31T00:00:00.000Z,False,True,False,False,10137,3817,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,34,"[7, 9, 10, 8]",0.5720859305615573,,,2545,SE Louisiana,fcs,Southland,31,"[14, 7, 0, 10]",0.4279140694384427,,,8.4160129207,,,3,True
15,15,401022511,2018,1,regular,2018-08-31T02:00:00.000Z,False,True,False,False,12675,3935,CEFCU Stadium,23,San José State,fbs,Mountain West,38,"[14, 7, 10, 7]",0.2255818432658651,,,302,UC Davis,fcs,Big Sky,44,"[14, 21, 2, 7]",0.7744181567341348,,,5.5811874724,,,-6,True
18,18,401012880,2018,1,regular,2018-08-31T23:00:00.000Z,False,True,False,False,73114,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,38,"[6, 14, 7, 11]",0.906183590742433,1623.0,1624.0,328,Utah State,fbs,Mountain West,31,"[7, 7, 10, 7]",0.0938164092575669,1475.0,1474.0,4.1366972475,https://www.youtube.com/watch?v=BtDvvMyLLAg,,7,True
24,24,401012872,2018,1,regular,2018-09-01T16:00:00.000Z,False,True,True,False,47641,3719,Northwest Stadium,120,Maryland,fbs,Big Ten,34,"[14, 10, 0, 10]",0.9131500976054452,1302.0,1336.0,251,Texas,fbs,Big 12,29,"[7, 15, 7, 0]",0.0868499023945547,1657.0,1623.0,9.13837292739999,https://www.youtube.com/watch?v=kD6TOpVQ5i0,,5,True
28,28,401019473,2018,1,regular,2018-09-01T16:00:00.000Z,False,True,False,False,32357,3806,Lincoln Financial Field,218,Temple,fbs,American Athletic,17,"[3, 7, 7, 0]",0.0801801801065198,,,222,Villanova,fcs,CAA,19,"[13, 0, 0, 6]",0.9198198198934802,,,6.43306846939999,https://www.youtube.com/watch?v=2WuHl4W40Nw,,-2,True
33,33,401012804,2018,1,regular,2018-09-01T16:00:00.000Z,False,True,False,False,31898,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,31,"[3, 0, 21, 7]",0.8340153107033903,1305.0,1305.0,2309,Kent State,fbs,Mid-American,24,"[7, 10, 7, 0]",0.1659846892966097,1129.0,1129.0,6.71988011069999,https://www.youtube.com/watch?v=2uMx20-ZiOE,,7,True
39,39,401020675,2018,1,regular,2018-09-01T18:00:00.000Z,False,True,False,False,18275,3876,Peden Stadium,195,Ohio,fbs,Mid-American,38,"[3, 14, 14, 7]",0.4527258093446935,,,47,Howard,fcs,MEAC,32,"[10, 12, 7, 3]",0.5472741906553065,,,3.8302068262,,,6,True
43,43,401012248,2018,1,regular,2018-09-01T19:30:00.000Z,False,True,True,False,70103,5348,Mercedes-Benz Stadium,2,Auburn,fbs,SEC,21,"[9, 6, 0, 6]",0.6081821946558714,1829.0,1840.0,264,Washington,fbs,Pac-12,16,"[3, 10, 0, 3]",0.3918178053441286,1839.0,1828.0,7.48070415839999,https://www.youtube.com/watch?v=9RBQOKEFC0c,,5,True
46,46,401013349,2018,1,regular,2018-09-01T19:30:00.000Z,False,True,False,False,105232,3632,Beaver Stadium,213,Penn State,fbs,Big Ten,45,"[7, 3, 14, 14, 7]",0.980509601522245,1923.0,1918.0,2026,App State,fbs,Sun Belt,38,"[10, 0, 0, 28, 0]",0.019490398477755,1652.0,1657.0,6.47689498139999,https://www.youtube.com/watch?v=aMSClbb0CXw,,7,True
49,49,401012684,2018,1,regular,2018-09-01T20:00:00.000Z,False,True,False,False,42168,3831,California Memorial Stadium,25,California,fbs,Pac-12,24,"[7, 10, 7, 0]",0.8968200177849878,1556.0,1560.0,153,North Carolina,fbs,ACC,17,"[0, 0, 3, 14]",0.1031799822150122,1461.0,1457.0,3.2874759002,https://www.youtube.com/watch?v=2FHV0wgV0CE,,7,True
56,56,401014975,2018,1,regular,2018-09-01T22:00:00.000Z,False,True,False,False,15827,3996,Yager Stadium,193,Miami (OH),fbs,Mid-American,28,"[0, 7, 7, 14]",0.2914353097621623,1385.0,1379.0,276,Marshall,fbs,Conference USA,35,"[14, 7, 7, 7]",0.7085646902378377,1476.0,1482.0,5.2033164459,https://www.youtube.com/watch?v=5XJe-85pzBM,,-7,True
62,62,401013057,2018,1,regular,2018-09-01T23:00:00.000Z,False,True,False,False,50063,3636,Bill Snyder Family Stadium,2306,Kansas State,fbs,Big 12,27,"[3, 9, 0, 15]",0.5711801005392997,,,233,South Dakota,fcs,MVFC,24,"[10, 14, 0, 0]",0.4288198994607003,,,7.73617338379999,https://www.youtube.com/watch?v=gMbrkMbG29c,,3,True
64,64,401013048,2018,1,regular,2018-09-01T23:00:00.000Z,False,True,False,False,24305,3833,Memorial Stadium,2305,Kansas,fbs,Big 12,23,"[7, 3, 0, 10, 3]",0.1557868834262069,,,2447,Nicholls,fcs,Southland,26,"[7, 3, 7, 3, 6]",0.844213116573793,,,9.41128064859999,https://www.youtube.com/watch?v=sC1A1nORhXo,,-3,True
66,66,401014974,2018,1,regular,2018-09-01T23:00:00.000Z,False,True,False,False,13457,3797,Ladd Peebles Stadium,6,South Alabama,fbs,Sun Belt,26,"[0, 7, 6, 13]",0.1734663382982781,1233.0,1245.0,2348,Louisiana Tech,fbs,Conference USA,30,"[7, 13, 3, 7]",0.8265336617017218,1537.0,1525.0,3.39524150609999,,,-4,True
76,76,401012888,2018,1,regular,2018-09-01T23:30:00.000Z,False,True,False,False,77622,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,24,"[14, 7, 3, 0]",0.92783043145901,1723.0,1731.0,130,Michigan,fbs,Big Ten,17,"[0, 10, 0, 7]",0.0721695685409899,1701.0,1693.0,4.2446507286,https://www.youtube.com/watch?v=reeW5x_QkMU,,7,True
83,83,401012676,2018,1,regular,2018-09-02T02:45:00.000Z,False,True,False,False,51002,3619,Arizona Stadium,12,Arizona,fbs,Pac-12,23,"[0, 10, 0, 13]",0.252378224443892,1513.0,1496.0,252,BYU,fbs,FBS Independents,28,"[0, 7, 21, 0]",0.747621775556108,1395.0,1412.0,5.07418613049999,https://www.youtube.com/watch?v=_no6VO2XeGI,,-5,True
85,85,401079833,2018,1,regular,2018-09-02T19:30:00.000Z,False,True,False,False,38640,3699,Dowdy-Ficklen Stadium,151,East Carolina,fbs,American Athletic,23,"[3, 14, 3, 3]",0.4801521413827188,,,2448,North Carolina A&T,fcs,MEAC,28,"[7, 7, 0, 14]",0.5198478586172812,,,6.9631012532,https://www.youtube.com/watch?v=6i-7cmf6uCU,,-5,True
94,94,401013352,2018,2,regular,2018-09-08T16:00:00.000Z,False,True,False,False,47661,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,19,"[6, 6, 0, 7]",0.4314817253888086,1557.0,1550.0,2199,Eastern Michigan,fbs,Mid-American,20,"[7, 3, 0, 10]",0.5685182746111914,1432.0,1439.0,7.69645279699999,https://www.youtube.com/watch?v=-h0zqWZV5To,,-1,True
104,104,401014983,2018,2,regular,2018-09-08T18:00:00.000Z,False,True,False,False,24101,3715,FAU Stadium,2226,Florida Atlantic,fbs,Conference USA,33,"[6, 13, 6, 8]",0.997780703490316,1526.0,1531.0,2005,Air Force,fbs,Mountain West,26,"[0, 7, 13, 6]",0.0022192965096841,1448.0,1443.0,3.855394349,https://www.youtube.com/watch?v=vcDZC8qI3ok,,7,True
107,107,401019479,2018,2,regular,2018-09-08T19:30:00.000Z,False,True,False,True,31762,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,22,"[3, 6, 0, 13]",0.825793142104825,1552.0,1558.0,235,Memphis,fbs,American Athletic,21,"[0, 7, 14, 0]",0.1742068578951749,1723.0,1717.0,6.85829600029999,https://www.youtube.com/watch?v=MWzd7EMa7UE,,1,True
108,108,401013377,2018,2,regular,2018-09-08T19:30:00.000Z,False,True,False,False,77622,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,24,"[7, 7, 10, 0]",0.91761444832322,1731.0,1707.0,2050,Ball State,fbs,Mid-American,16,"[3, 3, 0, 10]",0.0823855516767798,1071.0,1095.0,1.00326135749999,https://www.youtube.com/watch?v=yzZV3ylUXdI,,8,True
110,110,401019478,2018,2,regular,2018-09-08T19:30:00.000Z,False,True,False,False,25511,3806,Lincoln Financial Field,218,Temple,fbs,American Athletic,29,"[0, 7, 7, 15]",0.015724434545273,1535.0,1508.0,2084,Buffalo,fbs,Mid-American,36,"[6, 6, 10, 14]",0.9842755654547268,1372.0,1399.0,7.1623006009,https://www.youtube.com/watch?v=A5KwKCg527U,,-7,True
113,113,401012729,2018,2,regular,2018-09-08T19:30:00.000Z,False,True,False,False,89853,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,28,"[7, 14, 7, 0]",0.2150291026667365,1394.0,1398.0,38,Colorado,fbs,Pac-12,33,"[14, 3, 10, 6]",0.7849708973332634,1576.0,1572.0,10.3640151619,https://www.youtube.com/watch?v=kppmdIUtNTc,,-5,True
133,133,401014989,2018,2,regular,2018-09-08T23:00:00.000Z,False,True,False,False,19579,3815,M. M. Roberts Stadium,2572,Southern Miss,fbs,Conference USA,20,"[10, 7, 3, 0]",0.5777523689910429,1420.0,1412.0,2433,UL Monroe,fbs,Sun Belt,21,"[14, 0, 7, 0]",0.4222476310089571,1289.0,1297.0,8.9236472399,https://www.youtube.com/watch?v=jf6HwHeYVNQ,,-1,True
134,134,401012270,2018,2,regular,2018-09-08T23:00:00.000Z,False,True,False,False,104794,3795,Kyle Field,245,Texas A&M,fbs,SEC,26,"[3, 0, 10, 13]",0.9903228699256638,1609.0,1622.0,228,Clemson,fbs,ACC,28,"[7, 7, 14, 0]",0.0096771300743362,1907.0,1894.0,3.6700416206,https://www.youtube.com/watch?v=bUzDby59Z0c,,-2,True
145,145,401014992,2018,2,regular,2018-09-08T23:30:00.000Z,False,True,False,False,15718,3796,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,28,"[21, 0, 0, 7]",0.2525345801642947,,,311,Maine,fcs,CAA,31,"[0, 14, 14, 3]",0.7474654198357054,,,6.3682250399,https://www.youtube.com/watch?v=ea9gJNLFOi4,,-3,True
146,146,401014982,2018,2,regular,2018-09-08T23:30:00.000Z,False,True,False,True,19243,3918,S.B. Ballard Stadium,295,Old Dominion,fbs,Conference USA,20,"[7, 13, 0, 0]",0.1675482325031102,1154.0,1155.0,2229,Florida International,fbs,Conference USA,28,"[0, 14, 14, 0]",0.8324517674968898,1372.0,1371.0,6.9894945464,https://www.youtube.com/watch?v=k-KWuSaQ56c,,-8,True
147,147,401013329,2018,2,regular,2018-09-08T23:30:00.000Z,False,True,False,False,38280,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,21,"[7, 3, 0, 11]",0.9774495351098,1582.0,1588.0,278,Fresno State,fbs,Mountain West,14,"[0, 0, 7, 7]",0.0225504648901998,1519.0,1513.0,7.4405142218,https://www.youtube.com/watch?v=Ui3GiqjE4dM,,7,True
149,149,401012261,2018,2,regular,2018-09-08T23:30:00.000Z,False,True,False,False,31894,5388,Canvas Stadium,36,Colorado State,fbs,Mountain West,34,"[3, 6, 8, 17]",0.8267273040695382,1401.0,1414.0,8,Arkansas,fbs,SEC,27,"[7, 6, 14, 0]",0.1732726959304618,1461.0,1448.0,4.8656134387,https://www.youtube.com/watch?v=lqFMRZvoibc,,7,True
150,150,401012852,2018,2,regular,2018-09-08T23:30:00.000Z,False,True,False,False,35492,3830,"Memorial Stadium (Bloomington, IN)",84,Indiana,fbs,Big Ten,20,"[13, 7, 0, 0]",0.9346136298596897,1564.0,1562.0,258,Virginia,fbs,ACC,16,"[9, 0, 7, 0]",0.0653863701403103,1375.0,1377.0,5.7957513928,https://www.youtube.com/watch?v=FDMt0_C5tvQ,,4,True
152,152,401013319,2018,2,regular,2018-09-09T00:00:00.000Z,False,True,False,False,90563,3910,DKR-Texas Memorial Stadium,251,Texas,fbs,Big 12,28,"[14, 7, 0, 7]",0.84514293449051,1623.0,1623.0,202,Tulsa,fbs,American Athletic,21,"[0, 0, 7, 14]",0.1548570655094899,1439.0,1439.0,1.2609870598,https://www.youtube.com/watch?v=XgN5ONYikOk,,7,True
161,161,401012735,2018,2,regular,2018-09-09T02:15:00.000Z,False,True,False,False,52602,3801,LaVell Edwards Stadium,252,BYU,fbs,FBS Independents,18,"[0, 3, 7, 8]",0.5301715309810047,1412.0,1416.0,25,California,fbs,Pac-12,21,"[7, 0, 7, 7]",0.4698284690189953,1560.0,1556.0,6.43988763869999,https://www.youtube.com/watch?v=U_y6zU0QH0E,,-3,True
163,163,401012727,2018,2,regular,2018-09-09T02:45:00.000Z,False,True,False,False,53599,3947,Mountain America Stadium,9,Arizona State,fbs,Pac-12,16,"[0, 0, 3, 13]",0.6319057651595353,1612.0,1613.0,127,Michigan State,fbs,Big Ten,13,"[0, 3, 10, 0]",0.3680942348404646,1624.0,1623.0,7.8041556334,https://www.youtube.com/watch?v=U0MAqq6xIyQ,,3,True
167,167,401014993,2018,3,regular,2018-09-13T20:00:00.000Z,False,True,False,True,8204,4418,Jerry Richardson Stadium,2429,Charlotte,fbs,Conference USA,28,"[7, 6, 8, 7]",0.5240077923823323,1097.0,1099.0,295,Old Dominion,fbs,Conference USA,25,"[6, 6, 6, 7]",0.4759922076176677,1155.0,1153.0,6.14445908379999,https://www.youtube.com/watch?v=suwdJq_ZsHM,,3,True
168,168,401013109,2018,3,regular,2018-09-13T21:30:00.000Z,False,True,False,True,25309,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,34,"[7, 14, 3, 10]",0.013069324489829,1588.0,1582.0,103,Boston College,fbs,ACC,41,"[7, 14, 7, 13]",0.986930675510171,1675.0,1681.0,7.3553324104,https://www.youtube.com/watch?v=4Gb-_xaLhx0,,-7,True
173,173,401013337,2018,3,regular,2018-09-15T16:00:00.000Z,False,True,False,False,89360,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,19,"[0, 7, 6, 6]",0.7346344123710293,1398.0,1396.0,2653,Troy,fbs,Sun Belt,24,"[3, 14, 0, 7]",0.2653655876289706,1496.0,1498.0,6.8578474083,https://www.youtube.com/watch?v=YlyWRJDoZCc,,-5,True
174,174,401019486,2018,3,regular,2018-09-15T16:00:00.000Z,False,True,False,False,20691,3892,Pratt & Whitney Stadium,41,UConn,fbs,American Athletic,56,"[14, 28, 7, 7]",0.6475350109230772,,,227,Rhode Island,fcs,CAA,49,"[7, 21, 14, 7]",0.3524649890769228,,,6.833851047,https://www.youtube.com/watch?v=tPEx4yFOacg,,7,True
179,179,401013368,2018,3,regular,2018-09-15T16:00:00.000Z,False,True,False,False,31133,3841,Michie Stadium,349,Army,fbs,FBS Independents,28,"[7, 14, 0, 7]",0.7754547496146278,1550.0,1549.0,62,Hawai'i,fbs,Mountain West,21,"[7, 7, 0, 7]",0.2245452503853722,1358.0,1359.0,4.1437546905,https://www.youtube.com/watch?v=8djNFZE0fUs,,7,True
185,185,401013112,2018,3,regular,2018-09-15T16:30:00.000Z,False,True,False,True,34284,3752,Acrisure Stadium,221,Pittsburgh,fbs,ACC,24,"[14, 7, 3, 0]",0.7793323324375505,1470.0,1478.0,59,Georgia Tech,fbs,ACC,19,"[0, 0, 6, 13]",0.2206676675624495,1544.0,1536.0,3.4328337534,https://www.youtube.com/watch?v=qZ6BOgPkjgw,,5,True
186,186,401014996,2018,3,regular,2018-09-15T17:00:00.000Z,False,True,False,False,21991,3803,Legion Field,5,UAB,fbs,Conference USA,31,"[7, 14, 3, 7]",0.7864080372320092,1311.0,1325.0,2655,Tulane,fbs,American Athletic,24,"[0, 7, 14, 3]",0.2135919627679907,1393.0,1379.0,7.5347517879,https://www.youtube.com/watch?v=lT4TSOg0dro,,7,True
188,188,401012283,2018,3,regular,2018-09-15T18:30:00.000Z,False,True,False,False,77622,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,22,"[10, 6, 0, 6]",0.5957657567644127,1707.0,1706.0,238,Vanderbilt,fbs,SEC,17,"[0, 3, 7, 7]",0.4042342432355873,1560.0,1561.0,3.25975765599999,https://www.youtube.com/watch?v=_exLJHBsVk4,,5,True
189,189,401012273,2018,3,regular,2018-09-15T19:30:00.000Z,False,True,False,True,86787,3785,Jordan-Hare Stadium,2,Auburn,fbs,SEC,21,"[0, 14, 7, 0]",0.8509868448404031,1840.0,1836.0,99,LSU,fbs,SEC,22,"[7, 3, 3, 9]",0.1490131551595969,1774.0,1778.0,5.6248333013,https://www.youtube.com/watch?v=4a3Vi6wx7Zc,,-1,True
190,190,401013356,2018,3,regular,2018-09-15T19:30:00.000Z,False,True,False,False,80720,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,21,"[7, 7, 0, 7]",0.2260634544048793,1902.0,1864.0,252,BYU,fbs,FBS Independents,24,"[7, 7, 7, 3]",0.7739365455951206,1416.0,1454.0,7.2176817583,https://www.youtube.com/watch?v=f7O5AuMHCTs,,-3,True
191,191,401020679,2018,3,regular,2018-09-15T19:30:00.000Z,False,True,False,True,12354,3764,Huskie Stadium,2459,Northern Illinois,fbs,Mid-American,24,"[0, 14, 7, 3]",0.7024558204300775,1461.0,1463.0,2117,Central Michigan,fbs,Mid-American,16,"[0, 3, 7, 6]",0.2975441795699225,1301.0,1299.0,5.3056811609,,,8,True
197,197,401012806,2018,3,regular,2018-09-15T19:30:00.000Z,False,True,True,False,21725,3933,Soldier Field,356,Illinois,fbs,Big Ten,19,"[10, 6, 3, 0]",0.1862067370728094,1305.0,1321.0,58,South Florida,fbs,American Athletic,25,"[7, 0, 0, 18]",0.8137932629271906,1665.0,1649.0,9.9921384159,https://www.youtube.com/watch?v=Hu8a2MuuxxY,,-6,True
199,199,401020681,2018,3,regular,2018-09-15T20:00:00.000Z,False,True,False,False,17542,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,42,"[0, 28, 6, 8]",0.8231725876461327,,,2198,Eastern Kentucky,fcs,OVC,35,"[14, 7, 14, 0]",0.1768274123538673,,,6.8913898753,,,7,True
200,200,401022520,2018,3,regular,2018-09-15T20:00:00.000Z,False,True,False,False,20293,3984,War Memorial Stadium,2751,Wyoming,fbs,Mountain West,17,"[0, 10, 0, 7]",0.6871784291781555,,,2747,Wofford,fcs,Southern,14,"[0, 7, 0, 7]",0.3128215708218445,,,7.2222822607,https://www.youtube.com/watch?v=kpjduMvm1fw,,3,True
207,207,401020682,2018,3,regular,2018-09-15T22:00:00.000Z,False,True,False,True,18384,3965,UB Stadium,2084,Buffalo,fbs,Mid-American,35,"[14, 14, 0, 7]",0.8286863566988312,1399.0,1411.0,2199,Eastern Michigan,fbs,Mid-American,28,"[0, 21, 0, 7]",0.1713136433011688,1439.0,1427.0,5.0388908423,,,7,True
214,214,401012744,2018,3,regular,2018-09-15T23:00:00.000Z,False,True,False,False,20462,3816,Mackay Stadium,2440,Nevada,fbs,Mountain West,37,"[16, 14, 0, 7]",0.0901023056001599,1319.0,1318.0,204,Oregon State,fbs,Pac-12,35,"[7, 14, 0, 14]",0.90989769439984,1181.0,1182.0,7.0304446335,https://www.youtube.com/watch?v=X0Z1Oou-WN0,,2,True
217,217,401013343,2018,3,regular,2018-09-15T23:30:00.000Z,False,True,False,False,40014,3911,Ryan Field,77,Northwestern,fbs,Big Ten,34,"[7, 14, 7, 6]",0.5229547169140032,1651.0,1613.0,2006,Akron,fbs,Mid-American,39,"[0, 3, 23, 13]",0.4770452830859968,1277.0,1315.0,3.64546925159999,https://www.youtube.com/watch?v=9gxvpzyJs-Y,,-5,True
220,220,401012279,2018,3,regular,2018-09-15T23:30:00.000Z,False,True,False,False,48103,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,37,"[7, 17, 3, 10]",0.5854557153951846,1550.0,1553.0,142,Missouri,fbs,SEC,40,"[13, 14, 10, 3]",0.4145442846048154,1670.0,1667.0,6.850051201,https://www.youtube.com/watch?v=6ERRzP4H8e4,,-3,True
221,221,401013113,2018,3,regular,2018-09-15T23:30:00.000Z,False,True,False,False,54923,3873,L&N Federal Credit Union Stadium,97,Louisville,fbs,ACC,20,"[0, 3, 3, 14]",0.1354390253160668,1625.0,1623.0,98,Western Kentucky,fbs,Conference USA,17,"[7, 7, 0, 3]",0.8645609746839331,1401.0,1403.0,7.6755220001,https://www.youtube.com/watch?v=UeXp-8Ernbs,,3,True
229,229,401012738,2018,3,regular,2018-09-16T02:30:00.000Z,False,True,False,False,34641,3932,Qualcomm Stadium,21,San Diego State,fbs,Mountain West,28,"[0, 14, 3, 11]",0.9086456205529538,1552.0,1565.0,9,Arizona State,fbs,Pac-12,21,"[7, 7, 0, 7]",0.0913543794470461,1613.0,1600.0,6.3698484899,https://www.youtube.com/watch?v=ge0p46CbiYM,,7,True
