Id,Season,HomeTeam,HomePoints,AwayTeam,AwayPoints,PointDiff
401112166,2019,Penn State,34,Indiana,27,7
401121969,2019,Arkansas State,28,Coastal Carolina,27,1
401119304,2019,Ball State,44,Central Michigan,45,1
401112093,2019,Iowa State,23,Texas,21,2
401112112,2019,Kansas State,20,West Virginia,24,4
401110849,2019,Auburn,14,Georgia,21,7
401117546,2019,Utah State,26,Wyoming,21,5
401112199,2019,Iowa,23,Minnesota,19,4
401114310,2019,Middle Tennessee,28,Rice,31,3
401117903,2019,South Florida,17,Cincinnati,20,3
401114161,2019,Oregon State,35,Arizona State,34,1
401112082,2019,Baylor,31,Oklahoma,34,3
401119307,2019,Miami (OH),20,Akron,17,3
401112513,2019,Georgia Tech,28,NC State,26,2
401117908,2019,UConn,24,East Carolina,31,7
401117906,2019,Tulane,31,UCF,34,3
401119309,2019,Kent State,41,Ball State,38,3
401112128,2019,West Virginia,13,Oklahoma State,20,7
401121974,2019,Arkansas State,38,Georgia Southern,33,5
401114315,2019,UAB,20,Louisiana Tech,14,6
401114317,2019,Rice,20,North Texas,14,6
401117911,2019,Navy,35,SMU,28,7
401110857,2019,Georgia,19,Texas A&M,13,6
401114182,2019,Stanford,20,California,24,4
401117553,2019,UNLV,38,San José State,35,3
401121975,2019,UL Monroe,45,Coastal Carolina,42,3
401112113,2019,Texas Tech,27,Kansas State,30,3
401117907,2019,Cincinnati,15,Temple,13,2
401112517,2019,Florida International,30,Miami,24,6
401110861,2019,Missouri,20,Tennessee,24,4
401114162,2019,Arizona State,31,Oregon,28,3
401112120,2019,Oklahoma,28,TCU,24,4
401114206,2019,Washington State,54,Oregon State,53,1
401114191,2019,Colorado,20,Washington,14,6
401117551,2019,Fresno State,28,Nevada,35,7
401117552,2019,Hawai'i,14,San Diego State,11,3
401119311,2019,Northern Illinois,17,Western Michigan,14,3
401110863,2019,Mississippi State,21,Ole Miss,20,1
401119313,2019,Eastern Michigan,26,Kent State,34,8
401112200,2019,Nebraska,24,Iowa,27,3
401117554,2019,Colorado State,24,Boise State,31,7
401112134,2019,TCU,17,West Virginia,20,3
401121979,2019,South Alabama,34,Arkansas State,30,4
401121980,2019,Coastal Carolina,24,Texas State,21,3
401112168,2019,Purdue,41,Indiana,44,3
401114321,2019,Marshall,30,Florida International,27,3
401114324,2019,Western Kentucky,31,Middle Tennessee,26,5
401117558,2019,Nevada,30,UNLV,33,3
401110865,2019,Auburn,48,Alabama,45,3
401112221,2019,Michigan State,19,Maryland,16,3
401112522,2019,Pittsburgh,19,Boston College,26,7
401114325,2019,North Texas,21,UAB,26,5
401121982,2019,Louisiana,31,UL Monroe,30,1
401117557,2019,San José State,17,Fresno State,16,1
401132974,2019,Oklahoma,30,Baylor,23,7
401132982,2019,Central Michigan,21,Miami (OH),26,5
401132984,2019,App State,45,Louisiana,38,7
401132976,2019,Memphis,29,Cincinnati,24,5
401147693,2019,Georgia Southern,16,Liberty,23,7
401135265,2019,Arkansas State,34,Florida International,26,8
401135269,2019,BYU,34,Hawai'i,38,4
401135271,2019,Eastern Michigan,30,Pittsburgh,34,4
401135273,2019,Wake Forest,21,Michigan State,27,6
401135274,2019,Texas A&M,24,Oklahoma State,21,3
401135279,2019,Ohio State,23,Clemson,29,6
401135280,2019,Western Michigan,20,Western Kentucky,23,3
401135282,2019,Virginia,28,Florida,36,8
401135283,2019,Kentucky,37,Virginia Tech,30,7
401136255,2019,Arizona State,20,Florida State,14,6
401135284,2019,Kansas State,17,Navy,20,3
401135287,2019,Auburn,24,Minnesota,31,7
401135288,2019,Wisconsin,27,Oregon,28,1
401135291,2019,Tennessee,23,Indiana,22,1
401282714,2021,Illinois,30,Nebraska,22,8
401300995,2021,UCF,36,Boise State,31,5
401300994,2021,Tulsa,17,UC Davis,19,2
401310694,2021,UNLV,33,Eastern Washington,35,2
401309937,2021,Virginia Tech,17,North Carolina,10,7
401282052,2021,Charlotte,31,Duke,28,3
401287888,2021,Kansas,17,South Dakota,14,3
401287894,2021,Oklahoma,40,Tulane,35,5
401282815,2021,Wisconsin,10,Penn State,16,6
401309838,2021,Oregon,31,Fresno State,24,7
401282764,2021,Maryland,30,West Virginia,24,6
401281949,2021,Mississippi State,35,Louisiana Tech,34,1
401310697,2021,Wyoming,19,Montana State,16,3
401287887,2021,Iowa State,16,Northern Iowa,10,6
401309600,2021,Georgia Southern,30,Gardner-Webb,25,5
401287890,2021,Oklahoma State,23,Missouri State,16,7
401281946,2021,Clemson,3,Georgia,10,7
401282179,2021,Illinois,30,UTSA,37,7
401282610,2021,Georgia Tech,21,Northern Illinois,22,1
401309839,2021,Washington,7,Montana,13,6
401309841,2021,Arizona,16,BYU,24,8
401309837,2021,California,17,Nevada,22,5
401309840,2021,Washington State,23,Utah State,26,3
401282614,2021,Florida State,38,Notre Dame,41,3
401282193,2021,Army,38,Western Kentucky,35,3
401282809,2021,Ohio State,28,Oregon,35,7
401282790,2021,Minnesota,31,Miami (OH),26,5
401287899,2021,Oklahoma State,28,Tulsa,23,5
401282065,2021,East Carolina,17,South Carolina,20,3
401282066,2021,Tennessee,34,Pittsburgh,41,7
401309547,2021,Northern Illinois,43,Wyoming,50,7
401309753,2021,Ohio,26,Duquesne,28,2
401282705,2021,Notre Dame,32,Toledo,29,3
401287900,2021,TCU,34,California,32,2
401282067,2021,Colorado,7,Texas A&M,10,3
401309546,2021,Bowling Green,19,South Alabama,22,3
401282184,2021,Louisiana Tech,45,SE Louisiana,42,3
401286295,2021,Troy,13,Liberty,21,8
401287897,2021,Kansas State,31,Southern Illinois,23,8
401282620,2021,Miami,25,App State,23,2
401309603,2021,Louisiana,27,Nicholls,24,3
401282182,2021,Florida International,17,Texas State,23,6
401287901,2021,Texas Tech,28,Stephen F. Austin,22,6
401301003,2021,Arkansas State,50,Memphis,55,5
401282061,2021,Kentucky,35,Missouri,28,7
401282617,2021,Florida State,17,Jacksonville State,20,3
401282068,2021,Colorado State,21,Vanderbilt,24,3
401282626,2021,Louisville,42,UCF,35,7
401282715,2021,Illinois,17,Maryland,20,3
401282798,2021,Oklahoma,23,Nebraska,16,7
401282636,2021,West Virginia,27,Virginia Tech,21,6
401282632,2021,Pittsburgh,41,Western Michigan,44,3
401282073,2021,Kentucky,28,Chattanooga,23,5
401309552,2021,Buffalo,25,Coastal Carolina,28,3
401282627,2021,Clemson,14,Georgia Tech,8,6
401282199,2021,Louisiana Tech,37,SMU,39,2
401282071,2021,Florida,29,Alabama,31,2
401282076,2021,Memphis,31,Mississippi State,29,2
401282628,2021,Duke,30,Northwestern,23,7
401282200,2021,Marshall,38,East Carolina,42,4
401309856,2021,San Diego State,33,Utah,31,2
401309609,2021,Texas State,34,Incarnate Word,42,8
401282070,2021,Penn State,28,Auburn,20,8
401310704,2021,Air Force,45,Utah State,49,4
401309608,2021,South Alabama,28,Alcorn State,21,7
401319455,2021,New Mexico State,43,South Carolina State,35,8
401309607,2021,UL Monroe,12,Jackson State,7,5
401287903,2021,Boise State,20,Oklahoma State,21,1
401309853,2021,Arizona,19,Northern Arizona,21,2
401309855,2021,UCLA,37,Fresno State,40,3
401310705,2021,Hawai'i,13,San José State,17,4
401282208,2021,App State,31,Marshall,30,1
401282204,2021,Charlotte,42,Middle Tennessee,39,3
401282637,2021,Syracuse,24,Liberty,21,3
401310707,2021,Fresno State,38,UNLV,30,8
401282792,2021,Minnesota,10,Bowling Green,14,4
401282206,2021,Central Michigan,31,Florida International,27,4
401282086,2021,Boston College,41,Missouri,34,7
401287910,2021,TCU,34,SMU,42,8
401282085,2021,Mississippi State,25,LSU,28,3
401282716,2021,Purdue,13,Illinois,9,4
401282775,2021,Michigan,20,Rutgers,13,7
401282643,2021,NC State,27,Clemson,21,6
401282640,2021,Florida State,23,Louisville,31,8
401286190,2021,UConn,22,Wyoming,24,2
401282213,2021,Memphis,28,UTSA,31,3
401287907,2021,Baylor,31,Iowa State,29,2
401301011,2021,Tulsa,41,Arkansas State,34,7
401282209,2021,Old Dominion,34,Buffalo,35,1
401309610,2021,Georgia Southern,20,Louisiana,28,8
401301007,2021,East Carolina,31,Charleston Southern,28,3
401282784,2021,Michigan State,23,Nebraska,20,3
401282087,2021,South Carolina,10,Kentucky,16,6
401301008,2021,Houston,28,Navy,20,8
401282205,2021,Louisiana Tech,24,North Texas,17,7
401287908,2021,Oklahoma,16,West Virginia,13,3
401282211,2021,Tulane,21,UAB,28,7
401282214,2021,Western Kentucky,31,Indiana,33,2
401282212,2021,UTEP,20,New Mexico,13,7
401309857,2021,Washington,31,California,24,7
401301009,2021,BYU,35,South Florida,27,8
401282646,2021,Miami,28,Virginia,30,2
401282793,2021,Purdue,13,Minnesota,20,7
401301015,2021,Temple,34,Memphis,31,3
401309561,2021,Buffalo,17,Western Michigan,24,7
401287915,2021,TCU,27,Texas,32,5
401282651,2021,Wake Forest,37,Louisville,34,3
401309558,2021,Northern Illinois,27,Eastern Michigan,20,7
401301013,2021,Navy,34,UCF,30,4
401287913,2021,Kansas State,31,Oklahoma,37,6
401309562,2021,Kent State,27,Bowling Green,20,7
401282648,2021,Florida State,33,Syracuse,30,3
401309864,2021,Stanford,31,Oregon,24,7
401287916,2021,West Virginia,20,Texas Tech,23,3
401282222,2021,UTSA,24,UNLV,17,7
401282220,2021,NC State,34,Louisiana Tech,27,7
401282091,2021,Kentucky,20,Florida,13,7
401282218,2021,Rice,24,Southern Miss,19,5
401282216,2021,Middle Tennessee,34,Marshall,28,6
401282095,2021,Texas A&M,22,Mississippi State,26,4
401282096,2021,Vanderbilt,30,UConn,28,2
401282647,2021,Clemson,19,Boston College,13,6
401309615,2021,South Alabama,18,Louisiana,20,2
401309865,2021,Oregon State,27,Washington,24,3
401282092,2021,LSU,19,Auburn,24,5
401282217,2021,UTEP,28,Old Dominion,21,7
401310713,2021,San José State,37,New Mexico State,31,6
401310712,2021,Hawai'i,27,Fresno State,24,3
401282100,2021,Ole Miss,52,Arkansas,51,1
401309564,2021,Toledo,20,Northern Illinois,22,2
401287918,2021,Texas,48,Oklahoma,55,7
401282652,2021,Duke,27,Georgia Tech,31,4
401282226,2021,Marshall,20,Old Dominion,13,7
401282653,2021,Louisville,33,Virginia,34,1
401309567,2021,Ohio,27,Central Michigan,30,3
401282655,2021,Syracuse,37,Wake Forest,40,3
401301021,2021,Navy,24,SMU,31,7
401308836,2021,Eastern Michigan,13,Miami (OH),12,1
401282758,2021,Iowa,23,Penn State,20,3
401309869,2021,Washington State,31,Oregon State,24,7
401301019,2021,UCF,20,East Carolina,16,4
401309619,2021,Texas State,33,South Alabama,31,2
401309617,2021,Troy,27,Georgia Southern,24,3
401282228,2021,Western Kentucky,46,UTSA,52,6
401282778,2021,Nebraska,29,Michigan,32,3
401282656,2021,Virginia Tech,29,Notre Dame,32,3
401282103,2021,Texas A&M,41,Alabama,38,3
401301020,2021,Tulsa,35,Memphis,29,6
401282657,2021,Syracuse,14,Clemson,17,3
401309872,2021,Oregon,24,California,17,7
401310723,2021,San José State,13,San Diego State,19,6
401282106,2021,LSU,49,Florida,42,7
401282731,2021,Indiana,15,Michigan State,20,5
401309571,2021,Buffalo,27,Ohio,26,1
401287924,2021,Texas,24,Oklahoma State,32,8
401286192,2021,UConn,21,Yale,15,6
401301024,2021,South Florida,31,Tulsa,32,1
401282796,2021,Minnesota,30,Nebraska,23,7
401309568,2021,Eastern Michigan,31,Ball State,38,7
401309622,2021,Texas State,28,Troy,31,3
401309570,2021,Northern Illinois,34,Bowling Green,26,8
401309569,2021,Central Michigan,26,Toledo,23,3
401282659,2021,North Carolina,45,Miami,42,3
401282109,2021,South Carolina,21,Vanderbilt,20,1
401286296,2021,UL Monroe,31,Liberty,28,3
401310720,2021,UNLV,24,Utah State,28,4
401309873,2021,Washington State,34,Stanford,31,3
401282110,2021,Tennessee,26,Ole Miss,31,5
401282826,2021,Wisconsin,20,Army,14,6
401309874,2021,Washington,17,UCLA,24,7
401310718,2021,Boise State,17,Air Force,24,7
401309623,2021,App State,30,Coastal Carolina,27,3
401309624,2021,Arkansas State,27,Louisiana,28,1
401310729,2021,UNLV,20,San José State,27,7
401310725,2021,Utah State,26,Colorado State,24,2
401309877,2021,Arizona,16,Washington,21,5
401287928,2021,Texas Tech,24,Kansas State,25,1
401282717,2021,Penn State,18,Illinois,20,2
401301027,2021,Navy,20,Cincinnati,27,7
401309577,2021,Central Michigan,38,Northern Illinois,39,1
401282668,2021,Virginia Tech,36,Syracuse,41,5
401309576,2021,Ohio,27,Kent State,34,7
401282238,2021,UAB,24,Rice,30,6
401287925,2021,Iowa State,24,Oklahoma State,21,3
401309879,2021,UCLA,31,Oregon,34,3
401309881,2021,Washington State,19,BYU,21,2
401308838,2021,Ball State,17,Miami (OH),24,7
401301028,2021,Houston,31,East Carolina,24,7
401310727,2021,Fresno State,34,Nevada,32,2
401310724,2021,Air Force,14,San Diego State,20,6
401282665,2021,Miami,31,NC State,30,1
401309880,2021,Oregon State,42,Utah,34,8
401282667,2021,Virginia,48,Georgia Tech,40,8
401309627,2021,Coastal Carolina,35,Troy,28,7
401301030,2021,Tulsa,17,Navy,20,3
401282719,2021,Illinois,14,Rutgers,20,6
401282777,2021,Michigan State,37,Michigan,33,4
401287929,2021,Baylor,31,Texas,24,7
401282674,2021,Pittsburgh,34,Miami,38,4
401282726,2021,Maryland,38,Indiana,35,3
401282246,2021,Rice,24,North Texas,30,6
401287933,2021,West Virginia,38,Iowa State,31,7
401282801,2021,Nebraska,23,Purdue,28,5
401282244,2021,Old Dominion,23,Louisiana Tech,20,3
401310732,2021,San José State,27,Wyoming,21,6
401282243,2021,Florida Atlantic,28,UTEP,25,3
401309630,2021,Georgia Southern,14,Georgia State,21,7
401309886,2021,USC,41,Arizona,34,7
401301034,2021,Houston,44,SMU,37,7
401309883,2021,Stanford,13,Washington,20,7
401309579,2021,Akron,25,Ball State,31,6
401308839,2021,Ohio,35,Miami (OH),33,2
401309580,2021,Toledo,49,Eastern Michigan,52,3
401309582,2021,Kent State,52,Northern Illinois,47,5
401309632,2021,Louisiana,21,Georgia State,17,4
401310253,2021,Air Force,14,Army,21,7
401301039,2021,Memphis,28,SMU,25,3
401282720,2021,Minnesota,6,Illinois,14,8
401282682,2021,North Carolina,58,Wake Forest,55,3
401282681,2021,Miami,33,Georgia Tech,30,3
401309635,2021,Texas State,27,UL Monroe,19,8
401309889,2021,Arizona,10,California,3,7
401282247,2021,Charlotte,31,Rice,24,7
401309636,2021,Troy,31,South Alabama,24,7
401301037,2021,Cincinnati,28,Tulsa,20,8
401287936,2021,TCU,30,Baylor,28,2
401282121,2021,Arkansas,31,Mississippi State,28,3
401301036,2021,UCF,14,Tulane,10,4
401309891,2021,Colorado,37,Oregon State,34,3
401282120,2021,Alabama,20,LSU,14,6
401282123,2021,Kentucky,42,Tennessee,45,3
401282757,2021,Northwestern,12,Iowa,17,5
401282680,2021,Louisville,24,Clemson,30,6
401310740,2021,Nevada,27,San José State,24,3
401310739,2021,Hawai'i,10,San Diego State,17,7
401309584,2021,Western Michigan,45,Akron,40,5
401309583,2021,Eastern Michigan,26,Ohio,34,8
401309587,2021,Northern Illinois,30,Ball State,29,1
401282683,2021,Pittsburgh,30,North Carolina,23,7
401301042,2021,Memphis,29,East Carolina,30,1
401282780,2021,Penn State,17,Michigan,21,4
401309639,2021,Coastal Carolina,40,Georgia State,42,2
401309640,2021,Texas State,30,Georgia Southern,38,8
401282685,2021,Florida State,31,Miami,28,3
401282257,2021,Marshall,14,UAB,21,7
401282762,2021,Iowa,27,Minnesota,22,5
401287942,2021,Texas Tech,41,Iowa State,38,3
401282132,2021,Missouri,31,South Carolina,28,3
401301044,2021,Tulane,13,Tulsa,20,7
401282258,2021,North Texas,20,UTEP,17,3
401309638,2021,UL Monroe,24,Arkansas State,27,3
401309897,2021,Washington,30,Arizona State,35,5
401282130,2021,LSU,13,Arkansas,16,3
401287941,2021,Texas,56,Kansas,57,1
401282690,2021,Wake Forest,45,NC State,42,3
401310746,2021,San Diego State,23,Nevada,21,2
401309588,2021,Eastern Michigan,22,Western Michigan,21,1
401309590,2021,Buffalo,27,Northern Illinois,33,6
401310747,2021,Nevada,39,Air Force,41,2
401310751,2021,UNLV,20,San Diego State,28,8
401287944,2021,Oklahoma,28,Iowa State,21,7
401287947,2021,West Virginia,31,Texas,23,8
401282692,2021,Boston College,23,Florida State,26,3
401309643,2021,Georgia State,28,Arkansas State,20,8
401309903,2021,Colorado,20,Washington,17,3
401282265,2021,Middle Tennessee,17,Old Dominion,24,7
401282803,2021,Wisconsin,35,Nebraska,28,7
401282135,2021,Alabama,42,Arkansas,35,7
401282267,2021,UTSA,34,UAB,31,3
401301047,2021,Navy,35,East Carolina,38,3
401282141,2021,Missouri,24,Florida,23,1
401287945,2021,TCU,31,Kansas,28,3
401282142,2021,South Carolina,21,Auburn,17,4
401310749,2021,Hawai'i,50,Colorado State,45,5
401287952,2021,Texas,22,Kansas State,17,5
401282761,2021,Nebraska,21,Iowa,28,7
401301050,2021,UCF,17,South Florida,13,4
401309648,2021,South Alabama,21,Coastal Carolina,27,6
401282699,2021,NC State,34,North Carolina,30,4
401308842,2021,Kent State,48,Miami (OH),47,1
401282147,2021,Florida,24,Florida State,21,3
401287948,2021,Baylor,27,Texas Tech,24,3
401282271,2021,Rice,35,Louisiana Tech,31,4
401309647,2021,Arkansas State,22,Texas State,24,2
401282785,2021,Michigan State,30,Penn State,27,3
401282146,2021,Auburn,22,Alabama,24,2
401282703,2021,Virginia,24,Virginia Tech,29,5
401309650,2021,Louisiana,21,UL Monroe,16,5
401301055,2021,SMU,31,Tulsa,34,3
401282150,2021,LSU,27,Texas A&M,24,3
401287950,2021,Kansas,28,West Virginia,34,6
401287951,2021,Oklahoma State,37,Oklahoma,33,4
401301053,2021,Memphis,33,Tulane,28,5
401309910,2021,USC,31,BYU,35,4
401282156,2021,UTSA,49,Western Kentucky,41,8
401287953,2021,Oklahoma State,16,Baylor,21,5
401331161,2021,Louisiana,24,App State,16,8
401301056,2021,Army,13,Navy,17,4
401331164,2021,Toledo,24,Middle Tennessee,31,7
401331165,2021,Coastal Carolina,47,Northern Illinois,41,6
401331167,2021,Fresno State,31,UTEP,24,7
401331168,2021,BYU,28,UAB,31,3
401331215,2021,Army,24,Missouri,22,2
401331221,2021,Auburn,13,Houston,17,4
401331222,2021,Louisville,28,Air Force,31,3
401331227,2021,Iowa State,13,Clemson,20,7
401331230,2021,Purdue,48,Tennessee,45,3
401331232,2021,Arizona State,13,Wisconsin,20,7
401331654,2021,Central Michigan,24,Washington State,21,3
401331238,2021,Notre Dame,35,Oklahoma State,37,2
401331237,2021,Kentucky,20,Iowa,17,3
401331239,2021,Ohio State,48,Utah,45,3
401405059,2022,Northwestern,31,Nebraska,28,3
401416568,2022,Akron,30,St. Francis (PA),23,7
401426533,2022,Florida International,38,Bryant,37,1
401411092,2022,Pittsburgh,38,West Virginia,31,7
401416592,2022,Northern Illinois,34,Eastern Illinois,27,7
401405064,2022,Purdue,31,Penn State,35,4
401415213,2022,San José State,21,Portland State,17,4
401426330,2022,Old Dominion,20,Virginia Tech,17,3
401416590,2022,Eastern Michigan,42,Eastern Kentucky,34,8
401405061,2022,Indiana,23,Illinois,20,3
401411095,2022,App State,61,North Carolina,63,2
401405062,2022,Iowa,7,South Dakota State,3,4
401415611,2022,Navy,7,Delaware,14,7
401405069,2022,Boston College,21,Rutgers,22,1
401411096,2022,East Carolina,20,NC State,21,1
401415211,2022,Wyoming,40,Tulsa,37,3
401403855,2022,Arkansas,31,Cincinnati,24,7
401426542,2022,UTSA,35,Houston,37,2
401426536,2022,Ohio,41,Florida Atlantic,38,3
401404157,2022,Southern Miss,27,Liberty,29,2
401403857,2022,Florida,29,Utah,26,3
401403974,2022,Washington State,24,Idaho,17,7
401403867,2022,Florida State,24,LSU,23,1
401415613,2022,UCF,14,Louisville,20,6
401426553,2022,Army,38,UTSA,41,3
401403868,2022,Texas,19,Alabama,20,1
401405073,2022,Northwestern,23,Duke,31,8
401411103,2022,Georgia State,28,North Carolina,35,7
401416594,2022,Ball State,30,Western Michigan,37,7
401404125,2022,Notre Dame,21,Marshall,26,5
401403984,2022,Wisconsin,14,Washington State,17,3
401403877,2022,Pittsburgh,27,Tennessee,34,7
401403878,2022,Texas A&M,14,App State,17,3
401416595,2022,Bowling Green,57,Eastern Kentucky,59,2
401404064,2022,Iowa,7,Iowa State,10,3
401403976,2022,California,20,UNLV,14,6
401404063,2022,Texas Tech,33,Houston,30,3
401426551,2022,Liberty,21,UAB,14,7
401416596,2022,Buffalo,31,Holy Cross,37,6
401426332,2022,Coastal Carolina,31,Gardner-Webb,27,4
401415620,2022,Tulsa,38,Northern Illinois,35,3
401405072,2022,Nebraska,42,Georgia Southern,45,3
401403870,2022,Auburn,24,San José State,16,8
401426552,2022,UTEP,20,New Mexico State,13,7
401404062,2022,BYU,26,Baylor,20,6
401403979,2022,Fresno State,32,Oregon State,35,3
401411109,2022,Louisville,31,Florida State,35,4
401415217,2022,Wyoming,17,Air Force,14,3
401405084,2022,Syracuse,32,Purdue,29,3
401405083,2022,Northwestern,24,Southern Illinois,31,7
401426563,2022,Indiana,33,Western Kentucky,30,3
401405089,2022,Temple,14,Rutgers,16,2
401411113,2022,Virginia,16,Old Dominion,14,2
401403991,2022,UCLA,32,South Alabama,31,1
401403987,2022,Notre Dame,24,California,17,7
401404074,2022,Kansas State,10,Tulane,17,7
401426333,2022,App State,32,Troy,28,4
401415029,2022,Bowling Green,34,Marshall,31,3
401404159,2022,Wake Forest,37,Liberty,36,1
401426554,2022,Georgia State,41,Charlotte,42,1
401405087,2022,Maryland,34,SMU,27,7
401403883,2022,Florida,31,South Florida,28,3
401403890,2022,Texas A&M,17,Miami,9,8
401403985,2022,Arizona,31,North Dakota State,28,3
401411117,2022,Syracuse,22,Virginia,20,2
401404079,2022,Kansas,35,Duke,27,8
401403894,2022,Auburn,17,Missouri,14,3
401404080,2022,Iowa State,24,Baylor,31,7
401405097,2022,Michigan,34,Maryland,27,7
401411123,2022,Wake Forest,45,Clemson,51,6
401404078,2022,SMU,34,TCU,42,8
401416606,2022,Ohio,59,Fordham,52,7
401415224,2022,San Diego State,17,Toledo,14,3
401404082,2022,Texas Tech,37,Texas,34,3
401403901,2022,Tennessee,38,Florida,33,5
401415037,2022,App State,28,James Madison,32,4
401403999,2022,Washington State,41,Oregon,44,3
401403898,2022,Ole Miss,35,Tulsa,27,8
401415624,2022,East Carolina,20,Navy,23,3
401426570,2022,Houston,34,Rice,27,7
401426335,2022,Old Dominion,29,Arkansas State,26,3
401403896,2022,Kentucky,31,Northern Illinois,23,8
401403893,2022,Texas A&M,23,Arkansas,21,2
401415040,2022,Tulane,24,Southern Miss,27,3
401426566,2022,Purdue,28,Florida Atlantic,26,2
401405093,2022,Northwestern,14,Miami (OH),17,3
401426336,2022,UL Monroe,21,Louisiana,17,4
401404081,2022,Oklahoma,34,Kansas State,41,7
401404000,2022,Oregon State,14,USC,17,3
401415625,2022,Houston,24,Tulane,27,3
401404007,2022,UCLA,40,Washington,32,8
401415227,2022,Air Force,13,Navy,10,3
401411124,2022,Boston College,34,Louisville,33,1
401403905,2022,Ole Miss,22,Kentucky,19,3
401416608,2022,Ball State,44,Northern Illinois,38,6
401414782,2022,Eastern Michigan,20,Massachusetts,13,7
401416609,2022,Akron,28,Bowling Green,31,3
401404084,2022,Kansas,14,Iowa State,11,3
401416610,2022,Buffalo,24,Miami (OH),20,4
401404151,2022,UConn,19,Fresno State,14,5
401416611,2022,Kent State,31,Ohio,24,7
401426341,2022,Louisiana,17,South Alabama,20,3
401426573,2022,Charlotte,35,UTEP,41,6
401426578,2022,Western Kentucky,27,Troy,34,7
401426337,2022,Coastal Carolina,34,Georgia Southern,30,4
401403903,2022,Auburn,17,LSU,21,4
401403907,2022,Missouri,22,Georgia,26,4
401426577,2022,Rice,28,UAB,24,4
401411129,2022,Pittsburgh,21,Georgia Tech,26,5
401405111,2022,Rutgers,13,Nebraska,14,1
401415630,2022,Memphis,32,Houston,33,1
401415233,2022,Nevada,14,Colorado State,17,3
401404089,2022,Kansas,31,TCU,38,7
401405109,2022,Maryland,29,Purdue,31,2
401403910,2022,Florida,24,Missouri,17,7
401426342,2022,Georgia State,41,Georgia Southern,33,8
401415633,2022,Cincinnati,28,South Florida,24,4
401416613,2022,Central Michigan,16,Ball State,17,1
401416618,2022,Miami (OH),27,Kent State,24,3
401404009,2022,Arizona State,45,Washington,38,7
401411133,2022,Miami,24,North Carolina,27,3
401411132,2022,Georgia Tech,23,Duke,20,3
401426582,2022,UTSA,31,Western Kentucky,28,3
401415231,2022,Utah State,34,Air Force,27,7
401405106,2022,Illinois,9,Iowa,6,3
401404088,2022,Iowa State,9,Kansas State,10,1
401404127,2022,Notre Dame,28,BYU,20,8
401426344,2022,UL Monroe,21,Coastal Carolina,28,7
